"competitie_naam","seizoen","genre","poule_naam","divisie","datum","tijd","sporthal","plaats_sporthal","thuisteam","thuisclub","plaats_thuisclub","uitteam","uitclub","plaats_uitclub","scheids1_hashed","scheids2_hashed","thuisscore","uitscore"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-10-26","17:45:00","Triangel","Lent (Nijmegen)","Hot Flames","Floorball Flames Nijmegen","Nijmegen","MU Falcons","D.S.F.V. Blue Falcons","Delft","1181f9ff581f47ebcd66a48a113c364c","d09092c686992605ccc2f6ad3fa74cad","0","0"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-11-09","14:15:00","Sportcentrum Universiteit Twente","Enschede","UC Face Off 2","U.C. Face Off","Groningen","MU Falcons","D.S.F.V. Blue Falcons","Delft","72a7d561ab6cd29fbddd3565ad778de0","041b0d41cac9e4bae468c10a0d0c3e18","1","4"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-11-09","10:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Sonics","Sonics","Amersfoort","f8cd5ba4b8d3c0dade7c079fd87a3c3b","1f142fb403fbf225daab16e7619edff3","2","3"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-11-09","14:00:00","Lewenborg","Groningen","HSK","HSK Floorball","Den Haag","UC Face Off 1","U.C. Face Off","Groningen","4f872822235cd482aa202edcd5c94ab2","dc862a8de4a2bcca095c554216a94c90","3","5"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-11-09","16:00:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","Hot Flames","Floorball Flames Nijmegen","Nijmegen","beb489d31ce3439639ccf5b8f5367f8e","e8b586dae2dc4c685925de6bb697da45","3","2"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-11-23","11:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Sonics","Sonics","Amersfoort","UC Face Off 1","U.C. Face Off","Groningen","d1c255455b1a263ddbe344e18f837843","7652402bc75dd6aae83926565d619198","4","2"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-11-23","13:45:00","Lewenborg","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","5a6eb956eb86215118774272b874e327","4f872822235cd482aa202edcd5c94ab2","4","3"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-11-23","15:30:00","Lewenborg","Groningen","Hot Flames","Floorball Flames Nijmegen","Nijmegen","UC Face Off 2","U.C. Face Off","Groningen","45c8ca323407bfec8ae496bdc92d1bcb","47d4f1b75fb1cb6b3683ae567090ddad","3","4"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-11-23","10:30:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","FB Agents","Floorball Agents","Amsterdam","72a7d561ab6cd29fbddd3565ad778de0","29fe6daed5e3c931bbb63094a5ab56df","8","4"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-11-30","10:30:00","Lunetten Sporthal","Utrecht","UC Face Off 2","U.C. Face Off","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","c13fb521877b2fdcc572c3c2d2e44742","0df0505c99385b230173d9da40fff510","0","3"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-11-30","12:15:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","FB Agents","Floorball Agents","Amsterdam","f168b49418df8cdc224f3921a00f886d","0d34d370cc4421dd1f137d38da9543d3","3","8"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-11-30","15:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","HSK","HSK Floorball","Den Haag","Sonics","Sonics","Amersfoort","7652402bc75dd6aae83926565d619198","3b8aff4f422864b873a9c726968110eb","4","8"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-11-30","12:30:00","Triangel","Lent (Nijmegen)","MU Falcons","D.S.F.V. Blue Falcons","Delft","Hot Flames","Floorball Flames Nijmegen","Nijmegen","203a6531f2ea38f37bef001d49d5228a","d09092c686992605ccc2f6ad3fa74cad","3","2"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-12-14","13:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Sonics","Sonics","Amersfoort","FB Agents","Floorball Agents","Amsterdam","923255d8be96824ac3d1c4efe3dafeef","095ce9edf8158b7ed249dd2ca136c2ed","4","5"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-12-14","10:30:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UC Face Off 2","U.C. Face Off","Groningen","beb489d31ce3439639ccf5b8f5367f8e","e8b586dae2dc4c685925de6bb697da45","4","1"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2013-12-14","14:00:00","Lewenborg","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","UC Face Off 1","U.C. Face Off","Groningen","5d30a3eca945d8eb914813f87b2a9689","c42386b84ff1ede5be28aa82d9b5d7dc","6","8"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2013-12-14","15:45:00","Sportcentrum Universiteit Twente","Enschede","UFC Utrecht 2","UFC Utrecht","Utrecht","MU Falcons","D.S.F.V. Blue Falcons","Delft","f4a29fda5ec9060b7deeaa08a67af3b0","771d0d423b00f02c84f03b74005e2b5b","1","4"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-01-04","15:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","f4a29fda5ec9060b7deeaa08a67af3b0","771d0d423b00f02c84f03b74005e2b5b","3","2"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-01-04","16:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Sonics","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","94ee58db40b3bb140a1e2afb65748fa1","9608e05bbec9f0e5009f1b795f221999","3","9"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-01-04","14:30:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 1","U.C. Face Off","Groningen","HSK","HSK Floorball","Den Haag","ee366d293b33bcd0a5f4896c0fb9ef24","f8cd5ba4b8d3c0dade7c079fd87a3c3b","7","3"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-01-04","14:00:00","Triangel","Lent (Nijmegen)","UC Face Off 2","U.C. Face Off","Groningen","Hot Flames","Floorball Flames Nijmegen","Nijmegen","7c0f2b3b1c539e5902bb71d906b01321","1923d1e60f3d1ac9688e2e898ae49930","0","7"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-01-18","16:20:00","Paperclip","Utrecht","UC Face Off 2","U.C. Face Off","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","8ebc2a80369a88144caefe214a73aed0","9cedb8d3ee12d266781fb3cc3bac8209","2","3"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-01-18","15:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","FB Agents","Floorball Agents","Amsterdam","UC Face Off 1","U.C. Face Off","Groningen","07c4d10eb37fb69772a0970c8b0a705a","7adfe943c89dced88eb9264427ee9685","1","6"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-01-18","10:30:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","UFC Utrecht 1","UFC Utrecht","Utrecht","c8814c0df7ed6250568e36ad51010cde","72a7d561ab6cd29fbddd3565ad778de0","6","6"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-01-18","12:30:00","Triangel","Lent (Nijmegen)","MU Falcons","D.S.F.V. Blue Falcons","Delft","Hot Flames","Floorball Flames Nijmegen","Nijmegen","685ffe06078db81b98e0fdaa36460cfb","c42386b84ff1ede5be28aa82d9b5d7dc","0","2"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-02-08","12:30:00","Paperclip","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","Hot Flames","Floorball Flames Nijmegen","Nijmegen","21ae680b104275e2f3985054483f77f4","18b7537470181d986636cb916da1297b","0","7"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-02-08","14:15:00","Paperclip","Utrecht","FB Agents","Floorball Agents","Amsterdam","HSK","HSK Floorball","Den Haag","f79f27b395df47007eb4ef8265270b01","70f6aa5635d4775f96bcd965572c2e10","7","2"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-02-08","11:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UC Face Off 1","U.C. Face Off","Groningen","Sonics","Sonics","Amersfoort","6726dc565f3cebd78423a258d2d5a2cd","a3bd98423d61eafbb26c54c859970b69","4","3"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-02-08","14:10:00","Universitair Sportcentrum","Delft","MU Falcons","D.S.F.V. Blue Falcons","Delft","UFC Groningen","UFC Groningen","Groningen","6ba8ca76c4aef361d026ce7230a540d5","d1c3e57c0be0c93e4c5fe4be229b6bfd","1","3"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-03-08","14:00:00","Lunetten Sporthal","Utrecht","Hot Flames","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 2","UFC Utrecht","Utrecht","4ff1bd958a437329aac4ab4eedb3f45e","41180a1d23116214326e162bd22769e8","4","2"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-03-08","11:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Utrecht 1","UFC Utrecht","Utrecht","Sonics","Sonics","Amersfoort","c9725eee9c6751199b016a0f464ee4b3","492b1e577d5fd5add892c854adf60569","2","6"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-03-08","12:00:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UC Face Off 2","U.C. Face Off","Groningen","0c11d91fe72f318e1cb6585021e3d05f","e89c6764cb79f40313364589a5651c40","6","3"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-03-08","16:15:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","UC Face Off 1","U.C. Face Off","Groningen","ef164914477dd258f1a4da30cfa3529a","52447816fce7f0b25dd231ab8a2b03af","4","5"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-03-15","15:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","FB Agents","Floorball Agents","Amsterdam","Sonics","Sonics","Amersfoort","c42386b84ff1ede5be28aa82d9b5d7dc","685ffe06078db81b98e0fdaa36460cfb","3","3"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-03-15","10:30:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","a7c03e28b1abf335193b3b20f3282837","84aa169e9435c767a39d0295cc0f2df4","2","2"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-03-15","16:30:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","MU Falcons","D.S.F.V. Blue Falcons","Delft","5d30a3eca945d8eb914813f87b2a9689","7adfe943c89dced88eb9264427ee9685","2","1"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-03-15","16:00:00","Triangel","Lent (Nijmegen)","Hot Flames","Floorball Flames Nijmegen","Nijmegen","UC Face Off 2","U.C. Face Off","Groningen","cdf559d793af7bead077d62f22d9f6b3","95d14fdc71eb4fc253b3c7eec1af63e0","6","0"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-03-29","14:40:00","Lunetten Sporthal","Utrecht","HSK","HSK Floorball","Den Haag","UFC Utrecht 1","UFC Utrecht","Utrecht","d2a14989ad52baf47a7498ee33e4ab09","492b1e577d5fd5add892c854adf60569","2","7"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-03-29","13:45:00","Lewenborg","Groningen","Hot Flames","Floorball Flames Nijmegen","Nijmegen","UFC Groningen","UFC Groningen","Groningen","beb489d31ce3439639ccf5b8f5367f8e","bc802ff6321cbbd91f6a779c128e384b","3","2"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-03-29","15:40:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","FB Agents","Floorball Agents","Amsterdam","4f872822235cd482aa202edcd5c94ab2","dc862a8de4a2bcca095c554216a94c90","3","0"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-03-29","17:00:00","Universitair Sportcentrum","Delft","MU Falcons","D.S.F.V. Blue Falcons","Delft","UFC Utrecht 2","UFC Utrecht","Utrecht","1f142fb403fbf225daab16e7619edff3","7edfb8ff613fbcf8b6f42084fc836313","4","2"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-04-12","13:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","FB Agents","Floorball Agents","Amsterdam","UFC Utrecht 1","UFC Utrecht","Utrecht","3b8aff4f422864b873a9c726968110eb","d1c255455b1a263ddbe344e18f837843","2","2"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-04-12","15:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","65fac63b2b8f66675673674a1128a53a","b7de52bc51e0537166608c9af2273764","9","2"
"Dames Floorball Competitie","2013","competitie","1e divisie","2","2014-04-12","14:45:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","MU Falcons","D.S.F.V. Blue Falcons","Delft","UC Face Off 2","U.C. Face Off","Groningen","e7323ae630ac7677d6bc7c5edbfe6040","1923d1e60f3d1ac9688e2e898ae49930","4","0"
"Dames Floorball Competitie","2013","competitie","Eredivisie","1","2014-04-12","10:30:00","Roemer Visscher College","Den Haag","Sonics","Sonics","Amersfoort","HSK","HSK Floorball","Den Haag","ae4f6115602559222b53072ce0b1d67b","6d9c96ce0becb57269c989951af64550","12","4"
"Dames Floorball Competitie","2013","competitie","Play Offs eredivisie","1","2014-05-10","10:00:00","Amersfoort - ICOON","Amersfoort (Vathorst)","FB Agents","Floorball Agents","Amsterdam","Sonics","Sonics","Amersfoort","9608e05bbec9f0e5009f1b795f221999","8a3b8649a8455f91d98ac0f61680e3d6","5","6"
"Dames Floorball Competitie","2013","competitie","Play Offs eredivisie","1","2014-05-10","16:00:00","Amersfoort - ICOON","Amersfoort (Vathorst)","HSK","HSK Floorball","Den Haag","UC Face Off 1","U.C. Face Off","Groningen","06bd1f981bcec6deb2475c2ee558ba5b","d2a14989ad52baf47a7498ee33e4ab09","2","8"
"Dames Floorball Competitie","2013","competitie","Play Offs eredivisie","1","2014-05-11","14:00:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Sonics","Sonics","Amersfoort","UC Face Off 1","U.C. Face Off","Groningen","42c95a484c9258b0085025590ce4171c","041b0d41cac9e4bae468c10a0d0c3e18","1","5"
"Dames NeFUB Cup","2013","beker","Kwartfinale","0","2013-12-07","15:15:00","Roemer Visscher College","Den Haag","UC Face Off 2","U.C. Face Off","Groningen","HSK","HSK Floorball","Den Haag","7c4122f3b109c598a2e8df772c4c5085","8fb3699cef86f5f9c4c84df44eec32fe","4","15"
"Dames NeFUB Cup","2013","beker","Kwartfinale","0","2013-12-07","09:45:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","bc802ff6321cbbd91f6a779c128e384b","685ffe06078db81b98e0fdaa36460cfb","3","1"
"Dames NeFUB Cup","2013","beker","Kwartfinale","0","2013-12-07","12:00:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","Sonics","Sonics","Amersfoort","Floorball Flames Nijmegen","Floorball Flames Nijmegen","Nijmegen","7ac8130b52c6f6ce2b283cf7c0bba49d","db88a8cb6ad3cf1690d0f63a1414728c","6","0"
"Dames NeFUB Cup","2013","beker","Kwartfinale","0","2013-12-07","17:30:00","Roemer Visscher College","Den Haag","UFC Utrecht 2","UFC Utrecht","Utrecht","FB Agents","Floorball Agents","Amsterdam","e0591c9945234368fbb8a972b55eb0c3","eca2b66e37bc25eeaa9394c315034fa3","0","17"
"Dames NeFUB Cup","2013","beker","Halve finale","0","2014-02-15","09:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Sonics","Sonics","Amersfoort","HSK","HSK Floorball","Den Haag","bc802ff6321cbbd91f6a779c128e384b","7ac8130b52c6f6ce2b283cf7c0bba49d","10","1"
"Dames NeFUB Cup","2013","beker","Halve finale","0","2014-02-15","11:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UC Face Off 1","U.C. Face Off","Groningen","FB Agents","Floorball Agents","Amsterdam","c42386b84ff1ede5be28aa82d9b5d7dc","685ffe06078db81b98e0fdaa36460cfb","10","1"
"Dames NeFUB Cup","2013","beker","Finale","0","2014-04-05","12:45:00","Paperclip","Utrecht","UC Face Off 1","U.C. Face Off","Groningen","Sonics","Sonics","Amersfoort","8a3b8649a8455f91d98ac0f61680e3d6","9608e05bbec9f0e5009f1b795f221999","3","4"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-10-04","10:45:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","557d8deae0d2913957a0590072e03ad6","a08ef25196907cf34f514c4b10120f60","3","4"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-10-04","12:30:00","Lewenborg","Groningen","UC Face Off 3","U.C. Face Off","Groningen","UC Face Off 2","U.C. Face Off","Groningen","56d01f82d5e18271d4509ce89a1f2339","037994becc68e148bd71399986ad2afe","0","7"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-10-04","16:30:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","UFC Utrecht 1","UFC Utrecht","Utrecht","4df967cb47517e3e8d46b5b4ecddbe4d","afcf89571b9759b1cb6193111f08763e","6","2"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-10-04","10:45:00","Bokkeduinen","Amersfoort","Sonics","Sonics","Amersfoort","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","8bb5beca64ff936c6bd42eddfb89528b","3e646cb1ee1459bde439e4c337d3515c","4","3"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-10-04","14:15:00","Sportcentrum Universiteit Twente","Enschede","UC Face Off 1","U.C. Face Off","Groningen","FB Agents","Floorball Agents","Amsterdam","47d4f1b75fb1cb6b3683ae567090ddad","47d4f1b75fb1cb6b3683ae567090ddad","5","0"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-09-20","14:45:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","Sonics","Sonics","Amersfoort","c9725eee9c6751199b016a0f464ee4b3","492b1e577d5fd5add892c854adf60569","6","2"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-09-20","16:50:00","Lewenborg","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","UC Face Off 2","U.C. Face Off","Groningen","57b5eabf3eaea9fb72560bce0980b36c","1076cdabefaae3df5f878490060547f6","4","5"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-09-20","10:15:00","Triangel","Lent (Nijmegen)","UFC Utrecht 1","UFC Utrecht","Utrecht","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","6e125fec181ed03e1532d994a2783b85","6726dc565f3cebd78423a258d2d5a2cd","9","1"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-09-20","12:30:00","Lunetten Sporthal","Utrecht","FB Agents","Floorball Agents","Amsterdam","HSK","HSK Floorball","Den Haag","d2a14989ad52baf47a7498ee33e4ab09","3ac3319d3042e6704211a5cbda7c3d83","7","2"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-09-20","10:45:00","Sportcentrum Universiteit Twente","Enschede","UFC Groningen","UFC Groningen","Groningen","MU Falcons","D.S.F.V. Blue Falcons","Delft","47d4f1b75fb1cb6b3683ae567090ddad","47d4f1b75fb1cb6b3683ae567090ddad","8","0"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-10-11","14:15:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UC Face Off 2","U.C. Face Off","Groningen","52447816fce7f0b25dd231ab8a2b03af","47d4f1b75fb1cb6b3683ae567090ddad","0","1"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-10-11","10:45:00","Bokkeduinen","Amersfoort","Sonics","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","4f872822235cd482aa202edcd5c94ab2","b6329eee7490b370812da813393a8f38","4","5"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-10-11","12:50:00","Bokkeduinen","Amersfoort","FB Agents","Floorball Agents","Amsterdam","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","5e2176b3aa970e3a944ac7f7cf7f5178","7912c06dd382375ebc41e22eba18e171","9","3"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-10-11","10:45:00","Universitair Sportcentrum","Delft","UC Face Off 3","U.C. Face Off","Groningen","MU Falcons","D.S.F.V. Blue Falcons","Delft","ae4f6115602559222b53072ce0b1d67b","95d14fdc71eb4fc253b3c7eec1af63e0","0","7"
